"序号","路线编号","路段简称","来源名称","来源编号","巡查日期","工程部位","病害类型","病害名称","发现时间","路线编号","方向","桩号","车道","位置","灾害长度","单位","自动识别可信度"
1866877110072283142,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+057,2,"115.625090,36.507182",0.466,米,0.98
1866877110072283143,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+058,2,"115.625075,36.507185",0.45,米,0.98
1866877110076477442,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+060,2,"115.625056,36.507188",0.4,米,0.99
1866877110076477443,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+076,2,"115.624882,36.507214",0.179,米,0.96
1866877110076477444,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+077,2,"115.624866,36.507210",0.205,米,0.97
1866877110076477445,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+078,2,"115.624863,36.507218",0.353,米,0.96
1866877110076477446,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+081,2,"115.624823,36.507220",0.535,米,0.97
1866877110076477447,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+082,2,"115.624819,36.507221",0.408,米,0.98
1866877110080671746,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+085,2,"115.624781,36.507230",0.042,米,0.98
1866877110076477448,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+085,2,"115.624787,36.507229",0.394,米,0.97
1866877110080671747,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+090,2,"115.624728,36.507240",0.313,米,0.96
1866877110080671748,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+091,2,"115.624715,36.507242",0.327,米,0.99
1866877110080671749,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+101,2,"115.624605,36.507256",0.394,米,0.98
1866877110080671750,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+102,2,"115.624598,36.507257",0.481,米,0.99
1866877110080671751,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+104,2,"115.624578,36.507260",0.441,米,0.99
1866877110080671752,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+105,2,"115.624563,36.507264",0.374,米,0.99
1866877110080671753,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+111,2,"115.624497,36.507274",0.546,米,0.99
1866877110084866050,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+112,2,"115.624486,36.507275",0.0,米,0.99
1866877110084866051,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+118,2,"115.624426,36.507284",0.39,米,0.98
1866877110084866052,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+120,2,"115.624402,36.507288",0.496,米,0.99
1866877110084866054,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+123,2,"115.624366,36.507295",0.837,米,0.99
1866877110084866053,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+123,2,"115.624371,36.507293",0.531,米,0.99
1866877110084866056,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+126,2,"115.624329,36.507300",0.543,米,0.99
1866877110084866055,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+126,2,"115.624337,36.507299",0.649,米,0.99
1866877110089060353,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+130,2,"115.624294,36.507305",0.497,米,0.99
1866877110089060354,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+131,2,"115.624276,36.507308",0.516,米,0.99
1866877110089060356,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+133,2,"115.624252,36.507312",0.497,米,0.99
1866877110089060355,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+133,2,"115.624258,36.507311",0.555,米,0.99
1866877110089060357,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+135,2,"115.624230,36.507315",0.409,米,0.99
1866877110089060358,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+138,2,"115.624199,36.507319",0.413,米,0.99
1866877110093254659,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+140,2,"115.624176,36.507325",0.553,米,0.99
1866877110093254658,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+140,2,"115.624181,36.507323",0.605,米,1.0
1866877110093254660,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+142,2,"115.624153,36.507328",0.402,米,0.99
1866877110093254661,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+145,2,"115.624122,36.507332",0.38,米,0.99
1866877110093254662,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+146,2,"115.624118,36.507333",0.396,米,0.99
1866877110093254663,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+147,2,"115.624101,36.507336",0.134,米,0.99
1866877110093254664,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+170,2,"115.623855,36.507373",0.128,米,0.98
1866877110093254665,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+172,2,"115.623831,36.507378",0.353,米,0.97
1866877110097448961,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+175,2,"115.623798,36.507383",0.397,米,0.97
1866877110097448962,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+176,2,"115.623791,36.507383",0.458,米,0.99
1866877110097448963,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+177,2,"115.623775,36.507385",0.34,米,0.99
1866877110097448964,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+190,2,"115.623627,36.507409",0.403,米,0.98
1866877110097448965,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+192,2,"115.623608,36.507411",0.445,米,0.99
1866877110097448966,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+193,2,"115.623596,36.507413",0.426,米,0.99
1866877110097448967,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+216,2,"115.623349,36.507452",0.279,米,0.97
1866877110101643266,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+217,2,"115.623339,36.507454",0.306,米,0.97
1866877110101643267,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+219,2,"115.623309,36.507457",0.394,米,0.98
1866877110101643268,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+221,2,"115.623289,36.507461",0.459,米,0.99
1866877110101643269,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+223,2,"115.623273,36.507463",0.473,米,0.97
1866877110101643271,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+225,2,"115.623247,36.507465",0.534,米,0.98
1866877110101643270,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+225,2,"115.623251,36.507465",0.532,米,0.97
1866877110101643272,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+228,2,"115.623214,36.507470",0.429,米,0.98
1866877110105837570,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+229,2,"115.623206,36.507472",0.253,米,0.98
1866877110105837571,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+233,2,"115.623162,36.507479",0.504,米,0.99
1866877110105837572,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+237,2,"115.623120,36.507487",0.434,米,0.99
1866877110105837573,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+238,2,"115.623105,36.507490",0.492,米,0.99
1866877110105837574,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+240,2,"115.623083,36.507494",0.561,米,0.99
1866877110105837575,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+242,2,"115.623064,36.507496",0.565,米,0.99
1866877110105837576,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+244,2,"115.623045,36.507498",0.478,米,0.99
1866877110110031873,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+245,2,"115.623028,36.507498",0.872,米,0.99
1866877110110031874,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+247,2,"115.623011,36.507502",0.859,米,0.98
1866877110110031875,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+248,2,"115.622992,36.507505",0.668,米,0.99
1866877110110031876,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+250,2,"115.622976,36.507506",0.518,米,0.99
1866877110110031877,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+252,2,"115.622951,36.507510",0.48,米,0.99
1866877110110031878,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+253,2,"115.622944,36.507512",0.48,米,0.99
1866877110110031879,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+259,2,"115.622875,36.507521",0.327,米,0.97
1866877110114226178,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+261,2,"115.622853,36.507527",0.567,米,0.99
1866877110114226177,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+261,2,"115.622858,36.507525",0.705,米,0.96
1866877110114226179,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+264,2,"115.622822,36.507535",0.636,米,0.99
1866877110114226180,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+266,2,"115.622801,36.507537",0.495,米,0.96
1866877110114226181,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+267,2,"115.622790,36.507538",0.449,米,0.99
1866877110114226183,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+271,2,"115.622741,36.507545",0.257,米,0.97
1866877110114226182,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+271,2,"115.622748,36.507543",0.493,米,0.99
1866877110118420482,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+273,2,"115.622722,36.507548",0.12,米,0.98
1866877110118420484,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+280,2,"115.622643,36.507560",0.879,米,0.99
1866877110118420483,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+280,2,"115.622649,36.507556",0.464,米,0.98
1866877110118420485,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+283,2,"115.622615,36.507566",0.502,米,0.99
1866877110118420486,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+284,2,"115.622599,36.507565",0.671,米,0.99
1866877110118420487,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+285,2,"115.622588,36.507566",0.509,米,0.98
1866877110118420488,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+294,2,"115.622488,36.507585",0.558,米,0.98
1866877110122614786,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+298,2,"115.622445,36.507591",0.959,米,0.99
1866877110122614787,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+300,2,"115.622424,36.507595",1.031,米,0.96
1866877110122614788,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+303,2,"115.622399,36.507599",0.299,米,0.99
1866877110122614789,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+306,2,"115.622364,36.507604",0.013,米,0.96
1866877110122614790,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+307,2,"115.622347,36.507607",0.732,米,0.97
1866877110122614791,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+308,2,"115.622341,36.507608",0.691,米,0.98
1866877110122614792,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+311,2,"115.622308,36.507609",0.627,米,0.99
1866877110126809090,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+312,2,"115.622289,36.507612",0.555,米,0.99
1866877110126809091,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+313,2,"115.622280,36.507614",0.802,米,0.99
1866877110126809092,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+315,2,"115.622266,36.507616",0.602,米,0.99
1866877110126809093,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+317,2,"115.622235,36.507622",0.613,米,0.99
1866877110126809094,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+319,2,"115.622223,36.507626",0.64,米,0.98
1866877110126809095,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+326,2,"115.622141,36.507638",0.526,米,0.99
1866877110126809096,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+328,2,"115.622121,36.507641",0.644,米,0.99
1866877110131003394,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+330,2,"115.622097,36.507643",0.531,米,0.99
1866877110131003393,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+330,2,"115.622102,36.507644",0.518,米,0.99
1866877110131003395,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+332,2,"115.622076,36.507647",0.46,米,0.99
1866877110131003396,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+333,2,"115.622060,36.507649",0.116,米,0.99
1866877110131003397,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+338,2,"115.622009,36.507660",0.395,米,0.98
1866877110131003398,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+340,2,"115.621991,36.507664",0.431,米,0.96
1866877110131003399,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+342,2,"115.621970,36.507668",0.462,米,0.97
1866877110135197698,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+343,2,"115.621951,36.507670",0.469,米,0.99
1866877110135197699,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+344,2,"115.621947,36.507670",0.368,米,0.99
1866877110135197700,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+345,2,"115.621929,36.507672",0.113,米,0.99
1866877110135197701,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+350,2,"115.621874,36.507681",0.004,米,0.98
1866877110135197702,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+352,2,"115.621854,36.507685",0.361,米,0.98
1866877110135197703,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+355,2,"115.621820,36.507690",0.354,米,0.98
1866877110135197704,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+357,2,"115.621801,36.507693",0.423,米,0.99
1866877110135197705,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+359,2,"115.621785,36.507696",0.519,米,0.99
1866877110139392001,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+361,2,"115.621763,36.507700",0.507,米,0.99
1866877110139392002,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+362,2,"115.621745,36.507702",0.467,米,0.99
1866877110139392003,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+364,2,"115.621731,36.507705",0.529,米,0.99
1866877110139392005,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+366,2,"115.621699,36.507710",0.472,米,0.99
1866877110139392004,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+366,2,"115.621707,36.507708",0.467,米,0.99
1866877110139392006,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+368,2,"115.621684,36.507712",0.516,米,0.99
1866877110143586305,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+370,2,"115.621657,36.507717",0.508,米,0.99
1866877110143586306,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+371,2,"115.621646,36.507719",0.47,米,0.99
1866877110143586307,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+373,2,"115.621627,36.507721",0.512,米,0.99
1866877110143586309,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+376,2,"115.621589,36.507725",0.454,米,0.99
1866877110143586308,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+376,2,"115.621594,36.507725",0.519,米,0.99
1866877110143586310,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+378,2,"115.621571,36.507727",0.336,米,0.99
1866877110143586311,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+380,2,"115.621552,36.507729",0.101,米,0.99
1866877110147780610,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+386,2,"115.621485,36.507742",0.323,米,0.97
1866877110147780611,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+391,2,"115.621426,36.507753",0.412,米,0.97
1866877110147780612,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+393,2,"115.621407,36.507756",0.389,米,0.97
1866877110147780613,G309,齐河茌平界-山东河北界,日间巡查,LQD-LZ-XC3-20241209-001,2024-12-09,202,小修工程类,条状修补,2024-12-09,G309,上行,K577+394,2,"115.621392,36.507758",0.521,米,0.99
